SITE_ID,SENSOR_SLOT_ID,START_DATETIME,END_DATETIME,INSTANCE,SERIAL_NUMBER,COMMENTS
HOLLN,LOGGER,2014-03-25 12:30:00,2019-05-23 10:00:00,1.0,8803,
HOLLN,MODEM,2014-03-25 12:30:00,2019-11-05 12:00:00,1.0,359991030605650,
GLENS,ETHERNET_115,2017-08-02 14:30:00,,2.0,11044,
BALRD,ETHERNET_115,2014-05-15 17:30:00,2022-09-01 00:00:00,1.0,12019,
BALRD,HYGROCLIP,2017-08-03 10:30:00,2017-08-21 15:00:00,2.0,61222978,
BALRD,LOGGER,2014-05-15 17:30:00,2019-08-28 00:00:00,1.0,8899,Recovered for cal
BALRD,MODEM,2014-05-15 17:30:00,2020-11-10 00:00:00,1.0,359991030625112,Removed by csl for proroute upgrade
CRICH,HYGROCLIP,2014-12-02 15:00:00,2017-11-07 09:00:00,1.0,61211923,
CRICH,LOGGER,2014-12-02 15:00:00,2017-04-25 12:00:00,1.0,9766,
CRICH,MODEM,2014-12-02 15:00:00,2020-08-12 00:00:00,1.0,35999103051010157,
ALIC1,RG,2015-03-06 13:30:00,2019-10-10 00:00:00,1.0,340996,Noisy
ALIC1,COSMOS_MOD,2015-03-06 13:30:00,,1.0,HI-TC02-2016,
ALIC1,HF1,2015-03-06 13:30:00,,1.0,3662,
ALIC1,HF2,2015-03-06 13:30:00,,1.0,3663,
ALIC1,4CR,2015-03-06 13:30:00,2020-12-03 00:00:00,1.0,2125,
ALIC1,PROFILE1,2015-03-06 13:30:00,2020-01-29 00:00:00,1.0,36358,
ALIC1,PROFILE2,2015-03-06 13:30:00,2020-01-29 00:00:00,1.0,36359,
ALIC1,PROFILE3,2015-03-06 13:30:00,2020-01-29 00:00:00,1.0,36360,
ALIC1,STP,2015-03-06 13:30:00,,1.0,2224,
ALIC1,TDT1,2015-03-06 13:30:00,,1.0,6501087,
ALIC1,TDT2,2015-03-06 13:30:00,2018-12-20 14:00:00,1.0,6501092,
BALRD,RG,2014-05-15 17:30:00,2019-08-28 00:00:00,1.0,340998,Recovered due to fault
BALRD,PROFILE2,2014-05-15 17:30:00,2019-08-28 00:00:00,1.0,35893,Removed at PPM
BALRD,PROFILE3,2014-05-15 17:30:00,2019-08-28 00:00:00,1.0,35894,Removed at PPM
BALRD,PROFILE1,2014-05-15 17:30:00,2019-08-28 00:00:00,1.0,35892,Removed at PPM
BALRD,STP,2014-05-15 17:30:00,,1.0,2236,
BALRD,4CR,2014-05-15 17:30:00,2018-07-04 09:30:00,1.0,2144,
BALRD,TDT2,2014-05-15 17:30:00,,1.0,6501130,
BALRD,AWS_ANEM,2014-05-15 17:30:00,2017-08-03 10:30:00,1.0,140810,
BALRD,COSMOS_MOD,2014-05-15 17:30:00,,1.0,HI-TC02-2022,
BALRD,HF1,2014-05-15 17:30:00,,1.0,3606,
BALRD,HF2,2014-05-15 17:30:00,,1.0,3607,
BALRD,TDT1,2014-05-15 17:30:00,,1.0,6501115,
BALRD,AWS,2014-05-15 17:30:00,2019-08-28 00:00:00,1.0,14040020,Replaced at PPM
BICKL,HF1,2015-01-28 17:00:00,2018-08-21 12:00:00,1.0,3644,
BICKL,HF2,2015-01-28 17:00:00,2018-08-21 12:00:00,1.0,3645,
BICKL,AWS,2015-01-28 17:00:00,2020-11-24 00:00:00,1.0,14040011,Removed by CSL
BICKL,RG,2015-01-28 17:00:00,2019-11-27 00:00:00,1.0,340999,Faulty
BICKL,PROFILE2,2015-01-28 17:00:00,2019-09-10 00:00:00,1.0,36371,Removed at PPM
BICKL,PROFILE3,2015-01-28 17:00:00,2019-09-10 00:00:00,1.0,36372,Removed at PPM
BICKL,PROFILE1,2015-01-28 17:00:00,2019-09-10 00:00:00,1.0,36370,Removed at PPM
BICKL,STP,2015-01-28 17:00:00,2018-08-21 12:00:00,1.0,2217,
BICKL,TDT1,2015-01-28 17:00:00,2018-08-21 11:30:00,1.0,6501071,
BICKL,TDT2,2015-01-28 17:00:00,2018-08-21 11:30:00,1.0,6501060,
BICKL,AWS_ANEM,2015-01-28 17:00:00,2019-02-14 00:00:00,1.0,140402,
BUNNY,HF1,2015-01-27 00:30:00,,1.0,3650,
BUNNY,HF2,2015-01-27 00:30:00,,1.0,3653,
BUNNY,RG,2015-01-27 00:30:00,2018-08-02 08:00:00,1.0,342192,
BUNNY,PROFILE1,2015-01-27 00:30:00,2019-09-11 00:00:00,1.0,35904,Removed at PPM
BUNNY,PROFILE2,2015-01-27 00:30:00,2019-09-11 00:00:00,1.0,35905,Removed at PPM
BUNNY,STP,2015-01-27 00:30:00,,1.0,2243,
BUNNY,TDT1,2015-01-27 00:30:00,2018-08-22 10:30:00,1.0,6501074,
BUNNY,TDT2,2015-01-27 00:30:00,2018-08-22 10:30:00,1.0,6501094,
BUNNY,AWS_ANEM,2015-01-27 00:30:00,2017-11-29 10:00:00,1.0,140322,
BUNNY,AWS,2015-01-27 00:30:00,2020-07-17 00:00:00,1.0,14040010,Swapped by CSL at PPM
CARDT,HF2,2015-06-24 10:00:00,2015-08-14 00:00:00,1.0,3667,
CARDT,4CR,2015-06-24 10:00:00,2020-07-16 00:00:00,1.0,2153,Swapped by CSL at PPM
CARDT,RG,2015-06-24 10:00:00,2022-07-14 09:00:00,1.0,341001,
CARDT,PROFILE1,2015-06-24 10:00:00,2019-10-22 11:00:00,1.0,36149,Removed during CSL PPM
CARDT,PROFILE3,2015-06-24 10:00:00,2019-10-22 11:00:00,1.0,36151,Removed during CSL PPM
CARDT,STP,2015-06-24 10:00:00,,1.0,2238,
CARDT,TDT1,2015-06-24 10:00:00,2022-07-14 09:00:00,1.0,6501292,
CARDT,AWS_ANEM,2015-06-24 10:00:00,2021-06-01 10:00:00,1.0,140313,
CARDT,COSMOS_MOD,2015-06-24 10:00:00,,1.0,HI-TC02-2018,
CARDT,HF1,2015-06-24 10:00:00,,1.0,3666,
CGARW,HF2,2016-06-29 11:00:00,,1.0,4374,
CGARW,RH,2016-06-29 11:00:00,2018-09-14 12:00:00,1.0,L1320545,
CGARW,STP,2016-06-29 11:00:00,,1.0,2262,
CGARW,TDT10,2016-06-29 11:00:00,,1.0,6501283,
CGARW,TDT1,2016-06-29 11:00:00,,1.0,6501291,
CGARW,TDT2,2016-06-29 11:00:00,,1.0,6501285,
CGARW,TDT3,2016-06-29 11:00:00,,1.0,6501282,
CGARW,TDT4,2016-06-29 11:00:00,,1.0,6501257,
CGARW,TDT5,2016-06-29 11:00:00,,1.0,6501264,
CGARW,TDT6,2016-06-29 11:00:00,,1.0,6501276,
CGARW,TDT7,2016-06-29 11:00:00,,1.0,6501267,
CGARW,TDT9,2016-06-29 11:00:00,,1.0,6501256,
CGARW,TDT8,2016-06-29 11:00:00,,1.0,6501274,
CGARW,RG,2016-06-29 11:00:00,2019-06-11 00:00:00,1.0,387940,Recovred due to possible noisy data
CGARW,COSMOS_MOD,2016-06-29 11:00:00,,1.0,HI-TC02-2054,
CGARW,HF1,2016-06-29 11:00:00,,1.0,4372,
CGARW,PA,2016-06-29 11:00:00,2020-10-21 00:00:00,1.0,K4840006,removed by CSL 
CGARW,4CR,2016-06-29 11:00:00,2020-10-21 00:00:00,1.0,2457,Removed by CSL
CHIMN,COSMOS_BARE,2013-10-02 13:30:00,2019-12-17 12:00:00,1.0,HI-TC01-1005,
CHIMN,COSMOS_MOD,2013-10-02 13:30:00,2019-12-17 12:00:00,1.0,HI-TC01-1002,
CHIMN,4CR,2013-10-02 13:30:00,2018-10-05 09:00:00,1.0,1940,
CHIMN,AWS,2013-10-02 13:30:00,2014-02-25 12:00:00,1.0,13210004,
CHIMN,RG,2013-10-02 13:30:00,2020-02-12 00:00:00,1.0,328999,
CHIMN,STP,2013-10-02 13:30:00,,1.0,2214,
CHIMN,TDT1,2013-10-02 13:30:00,,1.0,6501042,
CHIMN,TDT2,2013-10-02 13:30:00,,1.0,6501038,
CHIMN,PROFILE1,2013-10-02 13:30:00,2020-02-12 08:30:00,1.0,35489,Removed during CSL PPM upgrade
CHIMN,PROFILE3,2013-10-02 13:30:00,2020-02-12 08:30:00,1.0,35491,Removed during CSL PPM upgrade
CHIMN,HF2,2013-10-02 13:30:00,,1.0,3237,
CHIMN,HF1,2013-10-02 13:30:00,,1.0,3236,
CHOBH,HF2,2015-02-24 14:00:00,,1.0,3659,
CHOBH,COSMOS_MOD,2015-02-24 14:00:00,,1.0,HI-TC02-2014,
CHOBH,HF1,2015-02-24 14:00:00,,1.0,3658,
CHOBH,RG,2015-02-24 14:00:00,,1.0,342193,
CHOBH,PROFILE1,2015-02-24 14:00:00,2019-11-27 00:00:00,1.0,35913,Removed during PPM
CHOBH,PROFILE3,2015-02-24 14:00:00,2019-11-27 00:00:00,1.0,35915,Removed during PPM
CHOBH,STP,2015-02-24 14:00:00,2018-11-08 12:00:00,1.0,2234,
CHOBH,TDT1,2015-02-24 14:00:00,,1.0,6501050,
CHOBH,AWS_ANEM,2015-02-24 14:00:00,2017-08-17 09:30:00,1.0,140315,
CHOBH,AWS,2015-02-24 14:00:00,2020-10-14 00:00:00,1.0,14040014,Removed byCSL at PPM
COCLP,COSMOS_MOD,2014-11-21 14:30:00,2017-11-16 13:00:00,1.0,HI-TC02-2027,
COCLP,HF1,2014-11-21 14:30:00,,1.0,3603,
COCLP,HF2,2014-11-21 14:30:00,,1.0,3604,
COCLP,4CR,2014-11-21 14:30:00,2019-10-31 10:30:00,1.0,2156,
COCLP,RG,2014-11-21 14:30:00,2022-06-14 12:00:00,1.0,342247,
COCLP,PROFILE1,2014-11-21 14:30:00,2018-01-31 12:00:00,1.0,35959,Time of removal is approximate
COCLP,PROFILE2,2014-11-21 14:30:00,2018-01-31 12:00:00,1.0,35960,Time of removal is approximate
COCLP,STP,2014-11-21 14:30:00,,1.0,2223,
COCLP,TDT1,2014-11-21 14:30:00,,1.0,6501056,
COCLP,TDT2,2014-11-21 14:30:00,,1.0,6501059,
COCLP,AWS_ANEM,2014-11-21 14:30:00,2019-10-31 11:00:00,1.0,140314,
COCLP,AWS,2014-11-21 14:30:00,2020-10-06 00:00:00,1.0,14080003,
CRICH,COSMOS_MOD,2014-12-02 15:00:00,,1.0,HI-TC02-2015,
CRICH,HF1,2014-12-02 15:00:00,,1.0,,
CRICH,4CR,2014-12-02 15:00:00,2019-09-03 00:00:00,1.0,2157,Recovered for cal
CRICH,RG,2014-12-02 15:00:00,,1.0,340994,Pluvio 2L
CRICH,PROFILE1,2014-12-02 15:00:00,2019-09-03 00:00:00,1.0,,Removed at PPM
CRICH,TDT1,2014-12-02 15:00:00,,1.0,,
CRICH,TDT2,2014-12-02 15:00:00,,1.0,,
CRICH,AWS_ANEM,2014-12-02 15:00:00,2019-09-03 00:00:00,1.0,140317,Recovered due to drop outs
CRICH,AWS,2014-12-02 15:00:00,2019-09-03 00:00:00,1.0,14080002,Recovered for cal
EASTB,COSMOS_MOD,2014-08-13 11:30:00,,1.0,HI-TC02-2040,
EASTB,COSMOS_SNOW,2014-08-13 11:30:00,,1.0,HI-TC02-2033,
EASTB,RG,2014-08-13 11:30:00,,1.0,342251,
EASTB,HF1,2014-08-13 11:30:00,,1.0,3605,
EASTB,HF2,2014-08-13 11:30:00,,1.0,3643,
EASTB,PROFILE2,2014-08-13 11:30:00,2019-10-29 12:00:00,1.0,35878,Removed during CSL PPM
EASTB,SNOW_DEPTH,2014-08-13 11:30:00,2016-11-15 12:00:00,1.0,5692,
EASTB,STP,2014-08-13 11:30:00,,1.0,2226,
EASTB,TDT1,2014-08-13 11:30:00,2015-03-24 08:30:00,1.0,6501064,TDTs unplugged due to fault interfering with COSMOS_MOD
EASTB,TDT2,2014-08-13 11:30:00,2015-03-24 08:30:00,1.0,6501119,TDTs unplugged due to fault interfering with COSMOS_MOD
EASTB,AWS_ANEM,2014-08-13 11:30:00,2021-08-25 09:00:00,1.0,140805,
ELMST,AWS_ANEM,2016-08-11 15:30:00,2021-07-14 09:00:00,1.0,160907,
ELMST,4CR,2016-08-11 15:30:00,2021-07-14 09:00:00,1.0,2456,
ELMST,RG,2016-08-11 15:30:00,2019-10-19 11:00:00,1.0,358373,
ELMST,COSMOS_MOD,2016-08-11 15:30:00,,1.0,HI-TC02-1084,
ELMST,HF1,2016-08-11 15:30:00,,1.0,4023,
ELMST,HF2,2016-08-11 15:30:00,,1.0,4383,
ELMST,PA,2016-08-11 15:30:00,2020-08-05 00:00:00,1.0,K4840002,
ELMST,RH,2016-08-11 15:30:00,2018-09-21 09:00:00,1.0,L1320539,
ELMST,STP,2016-08-11 15:30:00,,1.0,2260,
ELMST,TDT1,2016-08-11 15:30:00,,1.0,6504182,
ELMST,TDT10,2016-08-11 15:30:00,,1.0,6503236,
ELMST,TDT2,2016-08-11 15:30:00,,1.0,6503215,
ELMST,TDT3,2016-08-11 15:30:00,,1.0,6503239,
ELMST,TDT4,2016-08-11 15:30:00,,1.0,6504199,
ELMST,TDT5,2016-08-11 15:30:00,,1.0,6503207,
ELMST,TDT6,2016-08-11 15:30:00,,1.0,6504189,
ELMST,TDT7,2016-08-11 15:30:00,,1.0,6503219,
ELMST,TDT8,2016-08-11 15:30:00,,1.0,6503264,
ELMST,TDT9,2016-08-11 15:30:00,,1.0,6503259,
EUSTN,AWS_ANEM,2016-03-31 16:00:00,2021-04-29 12:00:00,1.0,160909,
EUSTN,TDT3,2016-03-31 16:00:00,,1.0,6504069,
EUSTN,TDT4,2016-03-31 16:00:00,,1.0,6504059,
EUSTN,TDT5,2016-03-31 16:00:00,,1.0,6504057,
EUSTN,TDT6,2016-03-31 16:00:00,,1.0,6504067,
EUSTN,TDT7,2016-03-31 16:00:00,,1.0,6504068,
EUSTN,TDT8,2016-03-31 16:00:00,2021-09-08 10:00:00,1.0,6504062,JA removed on RM
EUSTN,TDT9,2016-03-31 16:00:00,,1.0,6504071,Installed in bedrock. Data from this sensor is not representative of soil.
EUSTN,HF1,2016-03-31 16:00:00,,1.0,4014,
EUSTN,HF2,2016-03-31 16:00:00,,1.0,4378,
EUSTN,PA,2016-03-31 16:00:00,2019-09-25 00:00:00,1.0,L1520472,Replaced during PPM
EUSTN,RH,2016-03-31 16:00:00,2018-09-20 09:00:00,1.0,L1320537,
EUSTN,STP,2016-03-31 16:00:00,,1.0,2266,
EUSTN,TDT1,2016-03-31 16:00:00,,1.0,6501272,
EUSTN,TDT10,2016-03-31 16:00:00,2021-09-08 10:00:00,1.0,6504078,Installed in bedrock. Data from this sensor is not representative of soil.
EUSTN,RG,2016-03-31 16:00:00,2019-11-20 08:27:00,1.0,387937,
EUSTN,4CR,2016-03-31 16:00:00,2021-04-29 12:00:00,1.0,2453,
GISBN,COSMOS_SNOW,2014-08-15 12:00:00,,1.0,HI-TC02-2035,
GISBN,COSMOS_MOD,2014-08-15 12:00:00,,1.0,HI-TC02-2036,
GISBN,HF2,2014-08-15 12:00:00,,1.0,3610,
GISBN,HF1,2014-08-15 12:00:00,,1.0,3609,
GISBN,4CR,2014-08-15 12:00:00,2018-12-18 12:00:00,1.0,2152,
GISBN,PROFILE1,2014-08-15 12:00:00,2015-11-18 14:00:00,1.0,36361,Removed due to flooded access tube
GISBN,PROFILE2,2014-08-15 12:00:00,2015-11-18 14:00:00,1.0,36362,Removed due to flooded access tube
GISBN,PROFILE3,2014-08-15 12:00:00,2015-11-18 14:00:00,1.0,36363,Removed due to flooded access tube
GISBN,SNOW_DEPTH,2014-08-15 12:00:00,2017-01-31 11:00:00,1.0,5694,
GISBN,STP,2014-08-15 12:00:00,2021-05-19 09:00:00,1.0,2239,
GISBN,TDT1,2014-08-15 12:00:00,,1.0,6501083,
GISBN,AWS_ANEM,2014-08-15 12:00:00,2019-08-29 12:38:00,1.0,140803,Removed by MC during RM due to intermittent fault
GISBN,AWS,2014-08-15 12:00:00,2019-12-04 10:00:00,1.0,14040021,
GISBN,RG,2014-08-15 12:00:00,,1.0,342249,
GISBN,TDT2,2014-08-15 12:00:00,,1.0,6501085,
GLENS,SNOW_DEPTH,2014-05-14 11:30:00,2016-04-06 14:30:00,1.0,5689,
GLENS,AWS_ANEM,2014-05-14 11:30:00,2015-09-01 08:00:00,1.0,140809,
GLENS,COSMOS_MOD,2014-05-14 11:30:00,,1.0,HI-TC02-2020,
GLENS,HF1,2014-05-14 11:30:00,,1.0,3601,
GLENS,HF2,2014-05-14 11:30:00,,1.0,3602,
GLENS,4CR,2014-05-14 11:30:00,2018-07-03 10:30:00,1.0,2147,
GLENS,PROFILE1,2014-05-14 11:30:00,2019-08-27 00:00:00,1.0,36152,Removed at PPM
GLENS,PROFILE3,2014-05-14 11:30:00,2019-08-27 00:00:00,1.0,36154,Removed at PPM
GLENS,PROFILE2,2014-05-14 11:30:00,2019-08-27 00:00:00,1.0,36153,Removed at PPM
GLENS,AWS,2014-05-14 11:30:00,2019-08-27 00:00:00,1.0,14080006,Replaced at PPM
GLENS,STP,2014-05-14 11:30:00,,1.0,2228,
GLENS,TDT1,2014-05-14 11:30:00,2021-09-21 09:00:00,1.0,6501122,
GLENS,TDT2,2014-05-14 11:30:00,,1.0,6503323,
GLENS,COSMOS_SNOW,2014-05-14 11:30:00,,1.0,HI-TC02-2031,
GLENS,RG,2014-05-14 11:30:00,2017-02-01 10:00:00,1.0,342191,
GLENW,COSMOS_MOD,2016-06-15 15:00:00,,1.0,HI-TC02-1083,
GLENW,RG,2016-06-15 15:00:00,,1.0,358378,
GLENW,HF1,2016-06-15 15:00:00,2018-11-14 13:00:00,1.0,4022,
GLENW,HF2,2016-06-15 15:00:00,,1.0,4386,
GLENW,4CR,2016-06-15 15:00:00,2020-09-30 00:00:00,1.0,2459,
GLENW,PA,2016-06-15 15:00:00,2019-08-22 00:00:00,1.0,K4840005,Replaced during CSL PPM
MOORH,HF1,2014-12-04 11:30:00,,1.0,3627,
MOORH,TDT1,2014-12-04 11:30:00,,1.0,6501073,
MOORH,PROFILE2,2014-12-04 11:30:00,2015-11-05 11:00:00,1.0,36159,Removed due to flooded access tube
GLENW,STP,2016-06-15 15:00:00,,1.0,2251,
MOORH,PROFILE3,2014-12-04 11:30:00,2015-11-05 11:00:00,1.0,36160,Removed due to flooded access tube
GLENW,TDT10,2016-06-15 15:00:00,,1.0,6503246,
PORTN,HF1,2014-12-18 10:30:00,2017-04-27 08:30:00,1.0,3629,
GLENW,TDT3,2016-06-15 15:00:00,,1.0,6504113,
GLENW,TDT4,2016-06-15 15:00:00,,1.0,6504114,
GLENW,TDT5,2016-06-15 15:00:00,,1.0,6504116,
GLENW,TDT6,2016-06-15 15:00:00,,1.0,6504100,
GLENW,TDT7,2016-06-15 15:00:00,,1.0,6504101,
GLENW,TDT8,2016-06-15 15:00:00,,1.0,6503213,
GLENW,TDT9,2016-06-15 15:00:00,,1.0,6503235,
GLENW,AWS_ANEM,2016-06-15 15:00:00,2021-08-05 09:00:00,1.0,160908,
GLENW,RH,2016-06-15 15:00:00,2019-08-22 00:00:00,1.0,L1320538,Replaced during CSL PPM
PORTN,PROFILE2,2014-12-18 10:30:00,2020-01-28 00:00:00,1.0,36365,
GLENW,TDT1,2016-06-15 15:00:00,,1.0,6504111,
GLENW,TDT2,2016-06-15 15:00:00,,1.0,6504109,
PORTN,PROFILE3,2014-12-18 10:30:00,2020-01-28 00:00:00,1.0,36366,
CRICH,HF2,2014-12-02 15:00:00,,1.0,,
CRICH,PROFILE2,2014-12-02 15:00:00,2019-09-03 00:00:00,1.0,,Removed at PPM
HADLW,COSMOS_MOD,2016-10-27 14:30:00,,1.0,HI-TC02-1079,
CRICH,PROFILE3,2014-12-02 15:00:00,2019-09-03 00:00:00,1.0,,Removed at PPM
HADLW,HF1,2016-10-27 14:30:00,,1.0,3966,
HADLW,HF2,2016-10-27 14:30:00,,1.0,4382,
HADLW,4CR,2016-10-27 14:30:00,2020-11-18 00:00:00,1.0,2312,
HADLW,PA,2016-10-27 14:30:00,2019-11-21 00:00:00,1.0,K442012,PPM
HADLW,RG,2016-10-27 14:30:00,,1.0,358380,
HADLW,RH,2016-10-27 14:30:00,2019-03-22 00:00:00,1.0,L1320541,
HADLW,STP,2016-10-27 14:30:00,,1.0,2259,
HADLW,TDT1,2016-10-27 14:30:00,,1.0,6504194,
HADLW,TDT10,2016-10-27 14:30:00,,1.0,6504198,
HADLW,TDT2,2016-10-27 14:30:00,,1.0,6504181,
HADLW,TDT3,2016-10-27 14:30:00,,1.0,6503241,
HADLW,TDT4,2016-10-27 14:30:00,,1.0,6503232,
HADLW,TDT5,2016-10-27 14:30:00,,1.0,6503208,
HADLW,TDT6,2016-10-27 14:30:00,,1.0,6503209,
HADLW,TDT7,2016-10-27 14:30:00,,1.0,6503230,
HADLW,TDT8,2016-10-27 14:30:00,,1.0,6503242,
HADLW,TDT9,2016-10-27 14:30:00,,1.0,6503254,
HADLW,AWS_ANEM,2016-10-27 14:30:00,2021-07-21 09:00:00,1.0,160906,
HARTW,COSMOS_MOD,2014-05-20 13:30:00,,1.0,HI-TC02-2017,
HARTW,HF2,2014-05-20 13:30:00,,1.0,3670,
HARTW,HF1,2014-05-20 13:30:00,,1.0,3669,
HARTW,4CR,2014-05-20 13:30:00,2018-07-06 08:30:00,1.0,2134,
HARTW,AWS,2014-05-20 13:30:00,2019-08-30 00:00:00,1.0,14040016,
HARTW,PROFILE1,2014-05-20 13:30:00,2019-08-30 00:00:00,1.0,35868,Removed at PPM
HARTW,PROFILE2,2014-05-20 13:30:00,2019-08-30 00:00:00,1.0,35869,Removed at PPM
HARTW,PROFILE3,2014-05-20 13:30:00,2019-08-30 00:00:00,1.0,35870,Removed at PPM
HARTW,STP,2014-05-20 13:30:00,,1.0,2220,
HARTW,TDT1,2014-05-20 13:30:00,2017-01-17 09:30:00,1.0,6501082,
HARTW,TDT2,2014-05-20 13:30:00,,1.0,6501081,
HARTW,AWS_ANEM,2014-05-20 13:30:00,2018-03-29 10:00:00,1.0,140301,
HARWD,COSMOS_MOD,2015-05-22 12:00:00,2022-06-28 12:00:00,1.0,HI-TC02-2023,Decommissioned
HARWD,4CR,2015-05-22 12:00:00,2020-12-09 00:00:00,1.0,2158,
HARWD,RG,2015-05-22 12:00:00,2021-09-15 09:00:00,1.0,342194,
HARWD,PROFILE1,2015-05-22 12:00:00,2018-12-19 13:00:00,1.0,35901,
HARWD,PROFILE2,2015-05-22 12:00:00,2018-12-19 13:00:00,1.0,35902,
HARWD,AWS,2015-05-22 12:00:00,2022-06-28 12:00:00,1.0,15050101,Decommissioned
HARWD,TDT1,2015-05-22 12:00:00,2022-06-28 12:00:00,1.0,6501127,Decommissioned
HENFS,STP,2015-12-17 13:00:00,,1.0,2221,
HENFS,4CR,2015-12-17 13:00:00,2020-10-20 00:00:00,1.0,2145,
HENFS,TDT1,2015-12-17 13:00:00,,1.0,6501289,
HENFS,TDT2,2015-12-17 13:00:00,,1.0,6501284,
HENFS,AWS_ANEM,2015-12-17 13:00:00,2020-06-25 10:00:00,1.0,140501,Replaced during RM due to failure
HENFS,COSMOS_MOD,2015-12-17 13:00:00,2017-12-19 11:00:00,1.0,HI-TC02-2038,
HENFS,HF2,2015-12-17 13:00:00,,1.0,3676,
HENFS,HF1,2015-12-17 13:00:00,,1.0,3673,
HENFS,RG,2015-12-17 13:00:00,,1.0,342195,
HENFS,PROFILE1,2015-12-17 13:00:00,2019-09-18 00:00:00,1.0,35874,Removed during CSL PPM
HENFS,PROFILE2,2015-12-17 13:00:00,2019-09-18 00:00:00,1.0,35875,Removed during CSL PPM
HENFS,PROFILE3,2015-12-17 13:00:00,2019-09-18 00:00:00,1.0,35876,Removed during CSL PPM
HENFS,AWS,2015-12-17 13:00:00,2020-10-20 00:00:00,1.0,14080005,
HILLB,COSMOS_MOD,2016-06-14 17:00:00,,1.0,HI-TC02-2053,
HILLB,HF1,2016-06-14 17:00:00,,1.0,4015,
HILLB,HF2,2016-06-14 17:00:00,,1.0,4016,
HILLB,PA,2016-06-14 17:00:00,2019-08-21 00:00:00,1.0,L1520470,Removed for cal
HILLB,RG,2016-06-14 17:00:00,2018-11-15 15:00:00,1.0,387935,
HILLB,STP,2016-06-14 17:00:00,,1.0,2265,
HILLB,TDT10,2016-06-14 17:00:00,,1.0,6504142,
HILLB,TDT2,2016-06-14 17:00:00,,1.0,6504126,
HILLB,TDT3,2016-06-14 17:00:00,,1.0,6504102,
HILLB,TDT4,2016-06-14 17:00:00,,1.0,6504106,
HILLB,TDT5,2016-06-14 17:00:00,,1.0,6504103,
HILLB,TDT6,2016-06-14 17:00:00,,1.0,6504110,
HILLB,TDT7,2016-06-14 17:00:00,,1.0,6504102,
HILLB,TDT8,2016-06-14 17:00:00,,1.0,6504148,
HILLB,TDT9,2016-06-14 17:00:00,,1.0,6504115,
HILLB,TDT1,2016-06-14 17:00:00,,1.0,6504104,
HILLB,RH,2016-06-14 17:00:00,2019-08-21 00:00:00,1.0,L1320542,Removed for cal
HOLLN,4CR,2014-03-25 12:30:00,2018-12-19 12:00:00,1.0,2131,
HOLLN,COSMOS_MOD,2014-03-25 12:30:00,,1.0,HI-TC02-2010,
HOLLN,HF1,2014-03-25 12:30:00,,1.0,3675,
HOLLN,HF2,2014-03-25 12:30:00,,1.0,3668,
HOLLN,AWS,2014-03-25 12:30:00,2018-12-19 12:00:00,1.0,14040022,
HOLLN,RG,2014-03-25 12:30:00,,1.0,340992,
HOLLN,PROFILE1,2014-03-25 12:30:00,2016-04-05 12:00:00,1.0,36155,Removed due to flooded access tube
HOLLN,PROFILE2,2014-03-25 12:30:00,2016-04-05 12:00:00,1.0,36156,Removed due to flooded access tube
HOLLN,PROFILE3,2014-03-25 12:30:00,2016-04-05 12:00:00,1.0,36157,Removed due to flooded access tube
HOLLN,STP,2014-03-25 12:30:00,,1.0,2222,
HOLLN,TDT1,2014-03-25 12:30:00,2018-12-19 12:00:00,1.0,6501086,
HOLLN,TDT2,2014-03-25 12:30:00,2018-12-19 12:00:00,1.0,6501084,
HOLLN,AWS_ANEM,2014-03-25 12:30:00,2021-05-20 09:00:00,1.0,140321,
LIZRD,COSMOS_MOD,2014-10-17 12:00:00,,1.0,HI-TC02-2045,
LIZRD,AWS_ANEM,2014-10-17 12:00:00,2019-05-25 00:00:00,1.0,140305,
LIZRD,HF1,2014-10-17 12:00:00,,1.0,3651,
LIZRD,HF2,2014-10-17 12:00:00,,1.0,3652,
LIZRD,4CR,2014-10-17 12:00:00,2018-12-06 12:00:00,1.0,2127,
LIZRD,AWS,2014-10-17 12:00:00,2019-12-13 10:00:00,1.0,14040012,
LIZRD,PROFILE2,2014-10-17 12:00:00,2019-12-13 10:00:00,1.0,35872,Removed during CSL PPM
LIZRD,STP,2014-10-17 12:00:00,,1.0,2232,
LIZRD,TDT2,2014-10-17 12:00:00,,1.0,6501104,
LIZRD,TDT1,2014-10-17 12:00:00,,1.0,6501126,
LIZRD,RG,2014-10-17 12:00:00,,1.0,341000,
LODTN,COSMOS_MOD,2016-04-26 15:00:00,2021-03-24 00:00:00,1.0,HI-TC02-2047,removed due to bad connector
LODTN,4CR,2016-04-26 15:00:00,2018-04-23 12:00:00,1.0,2311,
LODTN,HF2,2016-04-26 15:00:00,,1.0,4379,
REDHL,4CR,2016-02-18 16:00:00,2020-08-20 08:30:00,1.0,2128,Removed during CSL PPM
REDHL,TDT1,2016-02-18 16:00:00,,1.0,6501290,
RISEH,COSMOS_MOD,2016-05-04 16:00:00,,1.0,HI-TC02-2021,
RISEH,RG,2016-05-04 16:00:00,2016-12-22 12:00:00,1.0,387939,
RISEH,HF1,2016-05-04 16:00:00,,1.0,3962,
RISEH,PA,2016-05-04 16:00:00,2019-10-10 00:00:00,1.0,L1710068,
RISEH,4CR,2016-05-04 16:00:00,2020-11-04 00:00:00,1.0,2460,
